routeKey,routeLabel,family,direction,scoreBucket,horizon,occurrences,avgScore,medianScore,successRatePct,directionalWinRatePct,avgRouteReturnPct,medianRouteReturnPct,avgFutureReturnPct,avgAbsReturnPct,avgMaxUpPct,avgMaxDownPct,lastSeen
breakoutDown,向下突破,breakout,short,不适配,1,65,14.89,13,7.69,43.08,1.4561,1.0537,0.136,1.5442,1.6347,-1.4561,2026-05-13
breakoutDown,向下突破,breakout,short,低适配,1,37,40.46,39,13.51,64.86,1.7162,1.3483,-0.2494,1.7444,1.5926,-1.7162,2026-05-26
breakoutDown,向下突破,breakout,short,中适配,1,27,59.96,61,25.93,55.56,1.9767,1.2841,-0.0655,1.7092,1.5574,-1.9767,2026-05-28
breakoutDown,向下突破,breakout,short,高适配,1,19,86.05,79,26.32,52.63,3.5437,2.3797,-0.6798,2.6038,2.0327,-3.5437,2026-05-17
breakoutDown,向下突破,breakout,short,不适配,3,65,14.89,13,26.15,47.69,2.495,2.1257,0.4469,2.5145,3.0908,-2.495,2026-05-13
breakoutDown,向下突破,breakout,short,低适配,3,37,40.46,39,43.24,67.57,3.3733,3.014,-1.1225,2.6537,2.2976,-3.3733,2026-05-26
breakoutDown,向下突破,breakout,short,中适配,3,25,59.4,59,48,52,3.2583,2.6781,0.1449,3.2219,3.2366,-3.2583,2026-05-22
breakoutDown,向下突破,breakout,short,高适配,3,19,86.05,79,52.63,52.63,7.1532,5.4739,-2.2048,4.3838,3.1264,-7.1532,2026-05-17
breakoutDown,向下突破,breakout,short,不适配,5,65,14.89,13,36.92,43.08,3.1766,2.8124,0.462,3.1328,3.9656,-3.1766,2026-05-13
breakoutDown,向下突破,breakout,short,低适配,5,35,39.97,39,54.29,54.29,3.933,3.9244,-0.3248,2.327,2.9692,-3.933,2026-05-24
breakoutDown,向下突破,breakout,short,中适配,5,25,59.4,59,64,68,4.7662,3.7741,-1.0573,4.3827,4.1792,-4.7662,2026-05-22
breakoutDown,向下突破,breakout,short,高适配,5,19,86.05,79,63.16,73.68,9.9068,6.3924,-4.2314,5.4244,3.5417,-9.9068,2026-05-17
breakoutDown,向下突破,breakout,short,不适配,10,65,14.89,13,53.85,46.15,4.2761,3.5328,0.2302,4.1353,5.2778,-4.2761,2026-05-13
breakoutDown,向下突破,breakout,short,低适配,10,33,39.42,39,69.7,57.58,5.5735,5.9198,-0.1824,4.1882,4.803,-5.5735,2026-05-19
breakoutDown,向下突破,breakout,short,中适配,10,22,59.09,59,63.64,54.55,8.7317,5.3264,-2.43,9.0114,6.0499,-8.7317,2026-05-16
breakoutDown,向下突破,breakout,short,高适配,10,19,86.05,79,68.42,68.42,13.2403,6.3924,-5.6139,8.3685,3.8267,-13.2403,2026-05-17
breakoutUp,向上突破,breakout,long,不适配,1,72,8.75,5,13.89,54.17,1.903,1.6004,0.1571,1.8037,1.903,-1.7057,2026-05-28
breakoutUp,向上突破,breakout,long,低适配,1,55,38.42,37,9.09,47.27,1.4687,1.194,-0.2891,1.5919,1.4687,-2.0533,2026-05-12
breakoutUp,向上突破,breakout,long,中适配,1,20,59.3,63,5,30,1.355,0.7397,-0.4053,2.0368,1.355,-2.0028,2026-05-14
breakoutUp,向上突破,breakout,long,高适配,1,1,87,87,0,0,0.9594,0.9594,-2.3775,2.3775,0.9594,-3.0462,2026-03-03
breakoutUp,向上突破,breakout,long,不适配,3,70,8.69,4,35.71,50,3.2251,2.5187,-0.0091,3.1509,3.2251,-3.3865,2026-05-26
breakoutUp,向上突破,breakout,long,低适配,3,55,38.42,37,34.55,45.45,2.6991,2.3048,-0.5079,2.6545,2.6991,-3.6129,2026-05-12
breakoutUp,向上突破,breakout,long,中适配,3,20,59.3,63,20,35,2.5533,1.1589,-0.7334,2.5701,2.5533,-3.0237,2026-05-14
breakoutUp,向上突破,breakout,long,高适配,3,1,87,87,0,0,0.9594,0.9594,-7.509,7.509,0.9594,-8.1185,2026-03-03
breakoutUp,向上突破,breakout,long,不适配,5,68,8.94,5,39.71,44.12,4.1782,3.3872,-0.1723,3.3955,4.1782,-4.3377,2026-05-24
breakoutUp,向上突破,breakout,long,低适配,5,55,38.42,37,47.27,52.73,3.3452,3.2236,-1.0012,3.7376,3.3452,-4.9074,2026-05-12
breakoutUp,向上突破,breakout,long,中适配,5,20,59.3,63,40,35,3.2199,1.5677,-0.7606,2.7544,3.2199,-3.8027,2026-05-14
breakoutUp,向上突破,breakout,long,高适配,5,1,87,87,0,0,0.9594,0.9594,-6.1665,6.1665,0.9594,-10.5946,2026-03-03
breakoutUp,向上突破,breakout,long,不适配,10,63,9.33,5,52.38,46.03,5.8743,4.6019,-0.6499,6.3339,5.8743,-6.6538,2026-05-19
breakoutUp,向上突破,breakout,long,低适配,10,55,38.42,37,60,47.27,4.576,4.7948,-1.8752,5.0721,4.576,-6.7871,2026-05-12
breakoutUp,向上突破,breakout,long,中适配,10,20,59.3,63,55,50,4.232,3.4064,-0.1636,4.1212,4.232,-5.1233,2026-05-14
breakoutUp,向上突破,breakout,long,高适配,10,1,87,87,0,0,0.9594,0.9594,-3.8326,3.8326,0.9594,-10.5946,2026-03-03
gridNeutral,震荡网格,grid,neutral,不适配,1,92,10.54,10,88.04,,-1.8655,-1.6379,-0.1884,1.8655,1.6768,-2.109,2026-05-28
gridNeutral,震荡网格,grid,neutral,低适配,1,30,38.6,38,73.33,,-1.7476,-1.134,-0.0036,1.7476,1.5862,-1.5233,2026-05-18
gridNeutral,震荡网格,grid,neutral,中适配,1,20,62.4,63,95,,-1.4519,-1.4714,0.2901,1.4519,1.853,-1.4245,2026-05-25
gridNeutral,震荡网格,grid,neutral,高适配,1,6,80.67,82,100,,-1.2406,-1.0017,-0.5728,1.2406,1.1566,-1.7719,2026-05-16
gridNeutral,震荡网格,grid,neutral,不适配,3,90,10.36,8,90,,-2.9903,-2.3739,-0.6268,2.9903,2.9647,-3.9339,2026-05-26
gridNeutral,震荡网格,grid,neutral,低适配,3,30,38.6,38,86.67,,-2.6388,-1.8198,0.0642,2.6388,2.7435,-2.5925,2026-05-18
gridNeutral,震荡网格,grid,neutral,中适配,3,20,62.4,63,85,,-3.0184,-2.8842,0.4017,3.0184,3.1535,-2.7599,2026-05-25
gridNeutral,震荡网格,grid,neutral,高适配,3,6,80.67,82,83.33,,-2.8018,-2.2077,-0.7167,2.8018,2.3381,-2.8893,2026-05-16
gridNeutral,震荡网格,grid,neutral,不适配,5,89,10.18,6,83.15,,-3.3956,-2.5234,-1.3517,3.3956,3.6127,-5.2519,2026-05-23
gridNeutral,震荡网格,grid,neutral,低适配,5,30,38.6,38,83.33,,-3.6701,-3.4158,0.5611,3.6701,3.7277,-3.4631,2026-05-18
gridNeutral,震荡网格,grid,neutral,中适配,5,19,62.11,60,94.74,,-3.5275,-4.0873,0.6406,3.5275,4.2039,-3.2972,2026-05-24
gridNeutral,震荡网格,grid,neutral,高适配,5,6,80.67,82,100,,-3.0638,-1.8799,0.5221,3.0638,3.3712,-2.9262,2026-05-16
gridNeutral,震荡网格,grid,neutral,不适配,10,86,9.93,5,87.21,,-5.2174,-4.1342,-1.6711,5.2174,4.8848,-7.3026,2026-05-17
gridNeutral,震荡网格,grid,neutral,低适配,10,30,38.6,38,83.33,,-6.77,-5.93,0.5913,6.77,5.6959,-5.2884,2026-05-18
gridNeutral,震荡网格,grid,neutral,中适配,10,17,61.88,60,82.35,,-4.8471,-4.5556,-2.0731,4.8471,5.1072,-5.6418,2026-05-19
gridNeutral,震荡网格,grid,neutral,高适配,10,6,80.67,82,100,,-5.0094,-3.9077,1.6724,5.0094,4.9272,-3.8252,2026-05-16
meanReversionLong,低吸均值回归,meanReversion,long,不适配,1,78,11.81,10,2.56,53.85,0.1929,0.1497,0.1929,1.6656,1.7168,-1.4967,2026-05-15
meanReversionLong,低吸均值回归,meanReversion,long,低适配,1,36,40.43,40.51,27.78,27.78,-0.7421,-1.0638,-0.7421,1.891,1.4294,-2.1629,2026-05-26
meanReversionLong,低吸均值回归,meanReversion,long,中适配,1,29,55.94,56.81,62.07,58.62,0.4116,0.4517,0.4116,1.3996,1.8774,-1.575,2026-05-28
meanReversionLong,低吸均值回归,meanReversion,long,高适配,1,5,82.07,84,40,40,-3.0666,-4.5523,-3.0666,4.3907,1.2072,-7.7137,2026-02-04
meanReversionLong,低吸均值回归,meanReversion,long,不适配,3,78,11.81,10,0,52.56,0.4081,0.2344,0.4081,2.7005,3.2502,-2.5981,2026-05-15
meanReversionLong,低吸均值回归,meanReversion,long,低适配,3,36,40.43,40.51,25,25,-1.2885,-1.4855,-1.2885,2.7801,2.1033,-3.7052,2026-05-26
meanReversionLong,低吸均值回归,meanReversion,long,中适配,3,27,55.66,56.64,62.96,59.26,-0.5347,0.3514,-0.5347,3.0381,3.2287,-3.729,2026-05-21
meanReversionLong,低吸均值回归,meanReversion,long,高适配,3,5,82.07,84,80,20,-4.3516,-4.4597,-4.3516,6.5439,1.9644,-13.5266,2026-02-04
meanReversionLong,低吸均值回归,meanReversion,long,不适配,5,78,11.81,10,1.28,57.69,0.3925,0.6785,0.3925,3.0607,4.1032,-3.2393,2026-05-15
meanReversionLong,低吸均值回归,meanReversion,long,低适配,5,34,40.35,40.51,29.41,29.41,-0.6395,-1.5309,-0.6395,3.2087,3.1023,-4.528,2026-05-24
meanReversionLong,低吸均值回归,meanReversion,long,中适配,5,27,55.66,56.64,55.56,37.04,-2.0775,-1.0834,-2.0775,3.8363,3.604,-5.5884,2026-05-21
meanReversionLong,低吸均值回归,meanReversion,long,高适配,5,5,82.07,84,80,20,-8.19,-8.8983,-8.19,9.26,2.1251,-18.8021,2026-02-04
meanReversionLong,低吸均值回归,meanReversion,long,不适配,10,78,11.81,10,0,51.28,0.0302,0.0578,0.0302,4.1542,5.3888,-4.3708,2026-05-15
meanReversionLong,低吸均值回归,meanReversion,long,低适配,10,30,40.28,40.51,30,43.33,-0.1778,-1.2857,-0.1778,5.6887,4.7294,-6.1673,2026-05-17
meanReversionLong,低吸均值回归,meanReversion,long,中适配,10,26,55.82,56.73,65.38,42.31,-3.9849,-1.7566,-3.9849,8.4691,5.174,-10.667,2026-05-19
meanReversionLong,低吸均值回归,meanReversion,long,高适配,10,5,82.07,84,100,20,-8.9194,-12.0691,-8.9194,9.8749,2.1251,-20.4504,2026-02-04
meanReversionShort,高抛均值回归,meanReversion,short,不适配,1,93,9.86,8.4,6.45,54.84,0.2309,0.2496,-0.2309,1.9103,1.7079,-2.192,2026-05-28
meanReversionShort,高抛均值回归,meanReversion,short,低适配,1,47,39.64,40.51,48.94,44.68,-0.2009,-0.1697,0.2009,1.5707,1.6687,-1.3669,2026-05-13
meanReversionShort,高抛均值回归,meanReversion,short,中适配,1,7,52.66,52.29,71.43,57.14,0.2732,0.3289,-0.2732,1.132,1.1933,-1.1583,2026-05-04
meanReversionShort,高抛均值回归,meanReversion,short,高适配,1,1,74.69,74.69,100,100,1.127,1.127,-1.127,1.127,0.242,-2.6372,2026-04-21
meanReversionShort,高抛均值回归,meanReversion,short,不适配,3,91,9.6,8.23,4.4,53.85,0.6386,0.7479,-0.6386,3.1398,2.9594,-4.0808,2026-05-26
meanReversionShort,高抛均值回归,meanReversion,short,低适配,3,47,39.64,40.51,57.45,46.81,-0.5035,-0.0931,0.5035,2.6265,3.0524,-2.3277,2026-05-13
meanReversionShort,高抛均值回归,meanReversion,short,中适配,3,7,52.66,52.29,100,100,1.9794,1.6926,-1.9794,1.9794,1.8885,-2.9543,2026-05-04
meanReversionShort,高抛均值回归,meanReversion,short,高适配,3,1,74.69,74.69,100,100,2.4454,2.4454,-2.4454,2.4454,0.242,-2.9225,2026-04-21
meanReversionShort,高抛均值回归,meanReversion,short,不适配,5,89,9.72,8.23,4.49,60.67,1.0021,1.0834,-1.0021,3.8348,3.7885,-5.4304,2026-05-24
meanReversionShort,高抛均值回归,meanReversion,short,低适配,5,47,39.64,40.51,55.32,40.43,-0.183,-0.9104,0.183,3.0374,3.8604,-2.9903,2026-05-13
meanReversionShort,高抛均值回归,meanReversion,short,中适配,5,7,52.66,52.29,85.71,57.14,0.6359,0.1434,-0.6359,1.5041,2.0821,-3.465,2026-05-04
meanReversionShort,高抛均值回归,meanReversion,short,高适配,5,1,74.69,74.69,100,100,3.1289,3.1289,-3.1289,3.1289,0.2744,-3.4164,2026-04-21
meanReversionShort,高抛均值回归,meanReversion,short,不适配,10,84,9.93,7.86,5.95,58.33,1.9455,1.9994,-1.9455,6.4926,5.2264,-8.0759,2026-05-19
meanReversionShort,高抛均值回归,meanReversion,short,低适配,10,47,39.64,40.51,57.45,46.81,-0.0043,-0.2113,0.0043,4.181,5.1361,-4.1573,2026-05-13
meanReversionShort,高抛均值回归,meanReversion,short,中适配,10,7,52.66,52.29,85.71,28.57,-1.8603,-2.5496,1.8603,3.0552,3.8105,-3.7585,2026-05-04
meanReversionShort,高抛均值回归,meanReversion,short,高适配,10,1,74.69,74.69,100,100,0.9838,0.9838,-0.9838,0.9838,0.2744,-5.4583,2026-04-21
trendLong,趋势追多,trend,long,不适配,1,46,14.94,17.9,41.3,41.3,-0.137,-0.3138,-0.137,1.5734,1.549,-1.6595,2026-05-28
trendLong,趋势追多,trend,long,低适配,1,35,35.95,35.05,51.43,51.43,-0.0646,0.442,-0.0646,2.4437,2.2015,-2.8782,2026-05-27
trendLong,趋势追多,trend,long,中适配,1,13,62.25,63.17,61.54,61.54,0.0866,0.6643,0.0866,1.7322,1.7315,-1.582,2026-05-14
trendLong,趋势追多,trend,long,高适配,1,54,86.84,86.34,48.15,48.15,-0.1414,-0.0994,-0.1414,1.4835,1.3896,-1.5038,2026-05-13
trendLong,趋势追多,trend,long,不适配,3,45,14.83,17.75,42.22,42.22,-0.4055,-1.0222,-0.4055,2.7893,2.5809,-3.2264,2026-05-26
trendLong,趋势追多,trend,long,低适配,3,34,35.83,34.11,50,50,-0.902,-0.1202,-0.902,3.9295,3.6388,-5.5215,2026-05-18
trendLong,趋势追多,trend,long,中适配,3,13,62.25,63.17,69.23,69.23,1.6325,1.6368,1.6325,2.6371,3.846,-2.1783,2026-05-14
trendLong,趋势追多,trend,long,高适配,3,54,86.84,86.34,40.74,40.74,-0.427,-0.4232,-0.427,2.4457,2.5255,-2.6503,2026-05-13
trendLong,趋势追多,trend,long,不适配,5,43,14.87,17.75,37.21,37.21,-1.021,-1.1706,-1.021,3.5175,3.413,-4.3644,2026-05-24
trendLong,趋势追多,trend,long,低适配,5,34,35.83,34.11,38.24,38.24,-1.7467,-1.1683,-1.7467,4.2779,4.3331,-7.3284,2026-05-18
trendLong,趋势追多,trend,long,中适配,5,13,62.25,63.17,69.23,69.23,1.6276,1.3753,1.6276,2.8361,4.9216,-2.5977,2026-05-14
trendLong,趋势追多,trend,long,高适配,5,54,86.84,86.34,51.85,51.85,-0.1117,0.4315,-0.1117,3.0396,3.2481,-3.3503,2026-05-13
trendLong,趋势追多,trend,long,不适配,10,38,15.83,18.13,47.37,47.37,-1.5553,-1.2246,-1.5553,7.6882,5.4377,-7.4475,2026-05-19
trendLong,趋势追多,trend,long,低适配,10,34,35.83,34.11,44.12,44.12,-1.898,-1.4428,-1.898,6.1399,5.4426,-9.5384,2026-05-18
trendLong,趋势追多,trend,long,中适配,10,13,62.25,63.17,23.08,23.08,-1.708,-2.0653,-1.708,2.8743,5.6958,-4.572,2026-05-14
trendLong,趋势追多,trend,long,高适配,10,54,86.84,86.34,53.7,53.7,-0.099,0.2918,-0.099,4.1849,4.4747,-4.422,2026-05-13
trendShort,趋势做空,trend,short,不适配,1,61,9.06,5.01,45.9,45.9,-0.2091,-0.2272,0.2091,1.5709,1.723,-1.3753,2026-05-20
trendShort,趋势做空,trend,short,低适配,1,37,38.51,36.8,56.76,56.76,0.0299,0.3289,-0.0299,1.4888,1.4307,-1.6825,2026-05-21
trendShort,趋势做空,trend,short,中适配,1,9,63.06,67.19,77.78,77.78,1.4219,1.4295,-1.4219,2.4825,1.3619,-2.6884,2026-05-28
trendShort,趋势做空,trend,short,高适配,1,41,90.3,92,51.22,51.22,0.3396,0.0304,-0.3396,2.1289,1.8429,-2.6464,2026-05-27
trendShort,趋势做空,trend,short,不适配,3,61,9.06,5.01,45.9,45.9,-0.4217,-0.3514,0.4217,2.7547,3.2362,-2.4695,2026-05-20
trendShort,趋势做空,trend,short,低适配,3,37,38.51,36.8,62.16,62.16,0.3728,0.7479,-0.3728,2.2587,2.5531,-2.8699,2026-05-21
trendShort,趋势做空,trend,short,中适配,3,8,62.44,64.47,75,75,2.3732,2.8889,-2.3732,4.0822,1.8169,-4.7941,2026-05-25
trendShort,趋势做空,trend,short,高适配,3,40,90.06,92,55,55,1.0925,0.6134,-1.0925,3.5302,2.9957,-5.2295,2026-05-26
trendShort,趋势做空,trend,short,不适配,5,61,9.06,5.01,42.62,42.62,-0.8368,-0.6629,0.8368,3.1559,4.0303,-2.9968,2026-05-20
trendShort,趋势做空,trend,short,低适配,5,37,38.51,36.8,62.16,62.16,1.3332,1.0834,-1.3332,3.0577,3.162,-4.0297,2026-05-21
trendShort,趋势做空,trend,short,中适配,5,7,61.76,61.74,57.14,57.14,1.766,0.3616,-1.766,4.0674,2.8522,-5.8528,2026-05-24
trendShort,趋势做空,trend,short,高适配,5,39,90.09,92,64.1,64.1,1.9877,1.4673,-1.9877,4.1948,3.8629,-7.1447,2026-05-23
trendShort,趋势做空,trend,short,不适配,10,60,8.81,4.88,48.33,48.33,-0.2514,-0.0578,0.2514,4.4131,5.492,-4.3243,2026-05-19
trendShort,趋势做空,trend,short,低适配,10,36,38.4,36.4,58.33,58.33,2.4707,1.7987,-2.4707,5.6788,4.047,-6.6694,2026-05-16
trendShort,趋势做空,trend,short,中适配,10,6,61.76,62.71,33.33,33.33,-1.3654,-6.205,1.3654,9.7968,6.5663,-8.4505,2026-04-06
trendShort,趋势做空,trend,short,高适配,10,37,90.7,92.08,59.46,59.46,2.3112,1.5884,-2.3112,6.3852,5.2094,-9.6022,2026-05-17
waitDefense,防守等待,wait,neutral,低适配,1,98,39.54,38.38,58.16,,1.131,0.3883,-0.3784,1.8837,1.6348,-2.1878,2026-05-28
waitDefense,防守等待,wait,neutral,中适配,1,41,60.97,61.22,41.46,,0.5432,0,0.4677,1.5541,1.7892,-1.2571,2026-05-21
waitDefense,防守等待,wait,neutral,高适配,1,9,71.89,71.87,44.44,,0.5211,0,0.3155,1.3577,1.3648,-1.4332,2026-05-19
waitDefense,防守等待,wait,neutral,低适配,3,96,39.51,38.38,63.54,,1.9672,0.8068,-0.9899,2.9445,2.7012,-3.9488,2026-05-26
waitDefense,防守等待,wait,neutral,中适配,3,41,60.97,61.22,48.78,,1.1143,0,0.4344,2.6629,3.1396,-2.5914,2026-05-21
waitDefense,防守等待,wait,neutral,高适配,3,9,71.89,71.87,33.33,,0.3974,0,2.9407,3.7356,4.2432,-2.1137,2026-05-19
waitDefense,防守等待,wait,neutral,低适配,5,94,39.56,38.38,63.83,,2.3679,0.6342,-1.1321,3.6037,3.4734,-5.1338,2026-05-24
waitDefense,防守等待,wait,neutral,中适配,5,41,60.97,61.22,58.54,,1.5092,0.2606,-0.0658,2.9526,3.853,-3.5166,2026-05-21
waitDefense,防守等待,wait,neutral,高适配,5,9,71.89,71.87,33.33,,0.942,0,2.3279,4.2119,5.4436,-2.7518,2026-05-19
waitDefense,防守等待,wait,neutral,低适配,10,91,39.49,38.34,68.13,,3.7075,1.9334,-1.7807,5.6344,4.7708,-7.1626,2026-05-17
waitDefense,防守等待,wait,neutral,中适配,10,39,60.93,61.22,61.54,,2.3955,0,0.1132,4.9041,5.3122,-5.4193,2026-05-18
waitDefense,防守等待,wait,neutral,高适配,10,9,71.89,71.87,44.44,,2.9903,0,0.7156,6.6962,7.3378,-4.7093,2026-05-19
