scope,regimeKey,regimeLabel,treeType,horizon,routeKey,routeLabel,technicalQuality,macroQuality,technicalSamples,macroSamples,technicalAccuracyPct,macroAccuracyPct,deltaAccuracyPct,technicalAccuracyLiftPct,macroAccuracyLiftPct,deltaAccuracyLiftPct,technicalFitPrecisionPct,macroFitPrecisionPct,deltaFitPrecisionPct,technicalFitLiftPct,macroFitLiftPct,deltaFitLiftPct,technicalNotFitPrecisionPct,macroNotFitPrecisionPct,deltaNotFitPrecisionPct,technicalNotFitLiftPct,macroNotFitLiftPct,deltaNotFitLiftPct,technicalBestLiftPct,macroBestLiftPct,deltaBestLiftPct,technicalBestPrecisionPct,macroBestPrecisionPct,deltaBestPrecisionPct,decision,technicalReason,macroReason
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,波动变化树,10,,,弱参考,弱参考,504,504,44.44,44.05,-0.39,0.99,0.6,-0.39,0,0,0,0,0,0,0,0,0,-100,-100,0,0.99,0.6,-0.39,44.44,44.05,-0.39,宏观影响小,准确率低于50%；相对多数类基准提升不足5%,准确率低于50%；相对多数类基准提升不足5%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,1,breakoutDown,向下突破,弱参考,弱参考,513,513,86.55,86.55,0,0,0,0,0,0,0,-13.45,-13.45,0,86.55,86.55,0,0,0,0,0,0,0,86.55,86.55,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,1,breakoutUp,向上突破,弱参考,弱参考,513,513,89.28,89.28,0,0,0,0,0,0,0,-10.72,-10.72,0,89.28,89.28,0,0,0,0,0,0,0,89.28,89.28,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,1,gridNeutral,震荡网格,弱参考,弱参考,513,513,86.35,86.35,0,0,0,0,86.35,86.35,0,0,0,0,0,0,0,-13.65,-13.65,0,0,0,0,86.35,86.35,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,1,meanReversionLong,低吸均值回归,弱参考,弱参考,513,513,76.22,76.22,0,0,0,0,0,0,0,-23.78,-23.78,0,76.22,76.22,0,0,0,0,0,0,0,76.22,76.22,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,1,meanReversionShort,高抛均值回归,弱参考,弱参考,513,513,80.51,80.51,0,0,0,0,0,0,0,-19.49,-19.49,0,80.51,80.51,0,0,0,0,0,0,0,80.51,80.51,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,1,trendLong,趋势追多,弱参考,弱参考,513,513,51.27,51.27,0,0,0,0,51.27,51.27,0,0,0,0,0,0,0,-48.73,-48.73,0,0,0,0,51.27,51.27,0,宏观影响小,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,1,trendShort,趋势做空,弱参考,弱参考,513,513,51.27,51.27,0,0,0,0,0,0,0,-48.73,-48.73,0,51.27,51.27,0,0,0,0,0,0,0,51.27,51.27,0,宏观影响小,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,1,waitDefense,防守等待,弱参考,弱参考,513,513,50.49,50.49,0,0,0,0,0,0,0,-49.51,-49.51,0,50.49,50.49,0,0,0,0,0,0,0,50.49,50.49,0,宏观影响小,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,3,breakoutDown,向下突破,弱参考,弱参考,511,511,63.99,63.99,0,0,0,0,0,0,0,-36.01,-36.01,0,63.99,63.99,0,0,0,0,0,0,0,63.99,63.99,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,3,breakoutUp,向上突破,弱参考,弱参考,511,511,63.41,62.23,-1.18,-5.28,-6.46,-1.18,32.47,31.03,-1.44,1.16,-0.28,-1.44,68.89,68.63,-0.26,0.21,-0.06,-0.27,1.16,-0.06,-1.22,68.89,68.63,-0.26,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,3,gridNeutral,震荡网格,弱参考,弱参考,511,511,87.48,87.48,0,0,0,0,87.48,87.48,0,0,0,0,0,0,0,-12.52,-12.52,0,0,0,0,87.48,87.48,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,3,meanReversionLong,低吸均值回归,强参考,强参考,511,511,78.08,76.91,-1.17,-1.96,-3.13,-1.17,44.9,43.65,-1.25,24.94,23.69,-1.25,85.96,87.79,1.83,5.92,7.75,1.83,24.94,23.69,-1.25,85.96,87.79,1.83,宏观影响小,时间外验证存在稳定提升,时间外验证存在稳定提升
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,3,meanReversionShort,高抛均值回归,弱参考,弱参考,511,511,80.43,81.21,0.78,-0.78,0,0.78,40.91,0,-40.91,22.12,-18.79,-40.91,82.21,81.21,-1,1,0,-1,22.12,0,-22.12,82.21,81.21,-1,不保留宏观,没有通过适合/不适合信号完整门槛,相对基准提升不足5%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,3,trendLong,趋势追多,弱参考,弱参考,511,511,49.12,49.12,0,-1.76,-1.76,0,49.12,49.12,0,0,0,0,0,0,0,-50.88,-50.88,0,0,0,0,49.12,49.12,0,宏观影响小,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,3,trendShort,趋势做空,弱参考,弱参考,511,511,49.12,49.12,0,-1.76,-1.76,0,0,0,0,-50.88,-50.88,0,49.12,49.12,0,0,0,0,0,0,0,49.12,49.12,0,宏观影响小,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,3,waitDefense,防守等待,弱参考,弱参考,511,511,54.99,54.99,0,0,0,0,54.99,54.99,0,0,0,0,0,0,0,-45.01,-45.01,0,0,0,0,54.99,54.99,0,宏观影响小,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,5,breakoutDown,向下突破,弱参考,弱参考,509,509,53.05,53.05,0,0,0,0,0,0,0,-46.95,-46.95,0,53.05,53.05,0,0,0,0,0,0,0,53.05,53.05,0,宏观影响小,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,5,breakoutUp,向上突破,弱参考,弱参考,509,509,54.81,56.19,1.38,-2.55,-1.18,1.37,45.52,48.47,2.95,2.88,5.84,2.96,58.52,61.02,2.5,1.15,3.65,2.5,2.88,5.84,2.96,58.52,61.02,2.5,宏观影响小,相对基准提升不足5%,没有通过适合/不适合信号完整门槛
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,5,gridNeutral,震荡网格,弱参考,弱参考,509,509,84.09,87.62,3.53,-3.54,0,3.54,88.75,87.62,-1.13,1.12,0,-1.12,26.32,0,-26.32,13.94,-12.38,-26.32,13.94,0,-13.94,88.75,87.62,-1.13,不保留宏观,没有通过适合/不适合信号完整门槛,相对基准提升不足5%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,5,meanReversionLong,低吸均值回归,弱参考,强参考,509,509,82.32,81.93,-0.39,0.79,0.39,-0.4,100,51.39,-48.61,81.53,32.92,-48.61,82.18,86.96,4.78,0.65,5.42,4.77,81.53,32.92,-48.61,100,86.96,-13.04,不保留宏观,没有通过适合/不适合信号完整门槛,时间外验证存在稳定提升
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,5,meanReversionShort,高抛均值回归,强参考,强参考,509,509,80.75,75.64,-5.11,-2.16,-7.27,-5.11,43.53,40.21,-3.32,26.44,23.12,-3.32,88.21,96.56,8.35,5.3,13.65,8.35,26.44,23.12,-3.32,88.21,96.56,8.35,仅观察,时间外验证存在稳定提升,时间外验证存在稳定提升
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,5,trendLong,趋势追多,弱参考,弱参考,509,509,50.49,50.49,0,0,0,0,50.49,50.49,0,0,0,0,0,0,0,-49.51,-49.51,0,0,0,0,50.49,50.49,0,宏观影响小,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,5,trendShort,趋势做空,弱参考,弱参考,509,509,50.49,50.49,0,0,0,0,0,0,0,-49.51,-49.51,0,50.49,50.49,0,0,0,0,0,0,0,50.49,50.49,0,宏观影响小,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,5,waitDefense,防守等待,弱参考,弱参考,509,509,58.74,58.74,0,0,0,0,58.74,58.74,0,0,0,0,0,0,0,-41.26,-41.26,0,0,0,0,58.74,58.74,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,10,breakoutDown,向下突破,弱参考,弱参考,504,504,60.91,60.91,0,0,0,0,60.91,60.91,0,0,0,0,0,0,0,-39.09,-39.09,0,0,0,0,60.91,60.91,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,10,breakoutUp,向上突破,弱参考,弱参考,504,504,57.34,55.75,-1.59,-0.4,-1.98,-1.58,60.8,57.76,-3.04,3.06,0.02,-3.04,49.34,42.42,-6.92,7.08,0.16,-6.92,7.08,0.16,-6.92,60.8,57.76,-3.04,不保留宏观,没有通过适合/不适合信号完整门槛,相对基准提升不足5%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,10,gridNeutral,震荡网格,弱参考,弱参考,504,504,86.11,86.11,0,0,0,0,86.11,86.11,0,0,0,0,0,0,0,-13.89,-13.89,0,0,0,0,86.11,86.11,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,10,meanReversionLong,低吸均值回归,弱参考,弱参考,504,504,86.31,83.93,-2.38,-0.2,-2.58,-2.38,47.83,34.88,-12.95,34.33,21.39,-12.94,88.15,88.5,0.35,1.64,2,0.36,34.33,21.39,-12.94,88.15,88.5,0.35,仅观察,没有通过适合/不适合信号完整门槛,没有通过适合/不适合信号完整门槛
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,10,meanReversionShort,高抛均值回归,弱参考,弱参考,504,504,83.13,81.35,-1.78,0,-1.79,-1.79,0,26.32,26.32,-16.87,9.45,26.32,83.13,83.51,0.38,0,0.37,0.37,0,9.45,9.45,83.13,83.51,0.38,仅观察,相对基准提升不足5%,没有通过适合/不适合信号完整门槛
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,10,trendLong,趋势追多,弱参考,弱参考,504,504,51.79,46.63,-5.16,-0.4,-5.56,-5.16,49.3,45.65,-3.65,1.48,-2.17,-3.65,52.76,48.35,-4.41,0.58,-3.83,-4.41,1.48,-2.17,-3.65,52.76,48.35,-4.41,仅观察,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,10,trendShort,趋势做空,弱参考,弱参考,504,504,51.79,46.63,-5.16,-0.4,-5.56,-5.16,52.76,48.35,-4.41,0.58,-3.83,-4.41,49.3,45.65,-3.65,1.48,-2.17,-3.65,1.48,-2.17,-3.65,52.76,48.35,-4.41,仅观察,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,late_cycle_2025_2026,2025-2026后周期/风险重估,策略适配树,10,waitDefense,防守等待,弱参考,弱参考,504,504,65.48,65.48,0,0,0,0,65.48,65.48,0,0,0,0,0,0,0,-34.52,-34.52,0,0,0,0,65.48,65.48,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,波动变化树,1,,,弱参考,弱参考,680,680,72.06,72.06,0,0.29,0.29,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0.29,0.29,0,72.06,72.06,0,宏观影响小,相对多数类基准提升不足5%,相对多数类基准提升不足5%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,波动变化树,3,,,弱参考,弱参考,680,680,35.88,34.26,-1.62,-8.53,-10.15,-1.62,0,0,0,0,0,0,0,0,0,-100,-100,0,-8.53,-10.15,-1.62,35.88,34.26,-1.62,宏观影响小,准确率低于50%；相对多数类基准提升不足5%,准确率低于50%；相对多数类基准提升不足5%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,波动变化树,5,,,弱参考,弱参考,680,680,42.21,42.21,0,-0.29,-0.29,0,0,0,0,0,0,0,0,0,0,-100,-100,0,-0.29,-0.29,0,42.21,42.21,0,宏观影响小,准确率低于50%；相对多数类基准提升不足5%,准确率低于50%；相对多数类基准提升不足5%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,波动变化树,10,,,弱参考,弱参考,680,680,47.35,51.32,3.97,-4.12,-0.15,3.97,0,0,0,0,0,0,0,0,0,-100,-100,0,-4.12,-0.15,3.97,47.35,51.32,3.97,仅观察,准确率低于50%；相对多数类基准提升不足5%,相对多数类基准提升不足5%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,1,breakoutDown,向下突破,弱参考,弱参考,680,680,88.97,88.97,0,0,0,0,0,0,0,-11.03,-11.03,0,88.97,88.97,0,0,0,0,0,0,0,88.97,88.97,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,1,breakoutUp,向上突破,弱参考,弱参考,680,680,85.59,85.59,0,0,0,0,0,0,0,-14.41,-14.41,0,85.59,85.59,0,0,0,0,0,0,0,85.59,85.59,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,1,gridNeutral,震荡网格,弱参考,弱参考,680,680,84.26,84.26,0,0,0,0,84.26,84.26,0,0,0,0,0,0,0,-15.74,-15.74,0,0,0,0,84.26,84.26,0,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,1,meanReversionLong,低吸均值回归,弱参考,弱参考,680,680,84.85,84.71,-0.14,-0.88,-1.03,-0.15,41.67,45.68,4.01,27.4,31.41,4.01,87.27,89.98,2.71,1.53,4.25,2.72,27.4,31.41,4.01,87.27,89.98,2.71,仅观察,没有通过适合/不适合信号完整门槛,没有通过适合/不适合信号完整门槛
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,1,meanReversionShort,高抛均值回归,强参考,强参考,680,680,67.65,67.65,0,-6.62,-6.62,0,40.34,40.34,0,14.61,14.61,0,81.88,81.88,0,7.61,7.61,0,14.61,14.61,0,81.88,81.88,0,宏观影响小,时间外验证存在稳定提升,时间外验证存在稳定提升
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,1,trendLong,趋势追多,弱参考,弱参考,680,680,55.29,51.76,-3.53,0,-3.53,-3.53,55.29,56.22,0.93,0,0.92,0.92,0,45.92,45.92,-44.71,1.21,45.92,0,1.21,1.21,55.29,56.22,0.93,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,1,trendShort,趋势做空,弱参考,弱参考,680,680,55.29,51.76,-3.53,0,-3.53,-3.53,0,45.92,45.92,-44.71,1.21,45.92,55.29,56.22,0.93,0,0.92,0.92,0,1.21,1.21,55.29,56.22,0.93,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,1,waitDefense,防守等待,弱参考,弱参考,680,680,54.71,50.88,-3.83,0,-3.82,-3.82,0,45.52,45.52,-45.29,0.22,45.51,54.71,54.87,0.16,0,0.17,0.17,0,0.22,0.22,54.71,54.87,0.16,宏观影响小,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,3,breakoutDown,向下突破,弱参考,弱参考,680,680,60.15,66.62,6.47,-10.74,-4.26,6.48,30.05,37.82,7.77,0.94,8.7,7.76,71.23,72.73,1.5,0.35,1.84,1.49,0.94,8.7,7.76,71.23,72.73,1.5,仅观察,相对基准提升不足5%,没有通过适合/不适合信号完整门槛
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,3,breakoutUp,向上突破,强参考,弱参考,680,680,63.09,61.76,-1.33,1.32,0,-1.32,55.06,0,-55.06,16.82,-38.24,-55.06,64.3,61.76,-2.54,2.53,0,-2.53,16.82,0,-16.82,64.3,61.76,-2.54,不保留宏观,时间外验证存在稳定提升,相对基准提升不足5%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,3,gridNeutral,震荡网格,弱参考,弱参考,680,680,79.41,79.41,0,-3.68,-3.68,0,84.55,84.55,0,1.46,1.46,0,30.77,30.77,0,13.86,13.86,0,13.86,13.86,0,84.55,84.55,0,宏观影响小,没有通过适合/不适合信号完整门槛,没有通过适合/不适合信号完整门槛
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,3,meanReversionLong,低吸均值回归,弱参考,弱参考,680,680,87.21,87.21,0,0.44,0.44,0,56.52,56.52,0,43.29,43.29,0,88.28,88.28,0,1.52,1.52,0,43.29,43.29,0,88.28,88.28,0,宏观影响小,没有通过适合/不适合信号完整门槛,没有通过适合/不适合信号完整门槛
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,3,meanReversionShort,高抛均值回归,弱参考,弱参考,680,680,73.38,73.38,0,-4.41,-4.41,0,38.46,38.46,0,16.26,16.26,0,81.64,81.64,0,3.84,3.84,0,16.26,16.26,0,81.64,81.64,0,宏观影响小,没有通过适合/不适合信号完整门槛,没有通过适合/不适合信号完整门槛
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,3,trendLong,趋势追多,弱参考,弱参考,680,680,54.71,55,0.29,-4.12,-3.82,0.3,60.27,61.87,1.6,1.44,3.05,1.61,43.97,45.42,1.45,2.79,4.25,1.46,2.79,4.25,1.46,60.27,61.87,1.6,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,3,trendShort,趋势做空,弱参考,弱参考,680,680,54.71,55,0.29,-4.12,-3.82,0.3,43.97,45.42,1.45,2.79,4.25,1.46,60.27,61.87,1.6,1.44,3.05,1.61,2.79,4.25,1.46,60.27,61.87,1.6,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,3,waitDefense,防守等待,弱参考,弱参考,680,680,51.47,50.15,-1.32,-2.35,-3.68,-1.33,47.56,47.32,-0.24,1.38,1.15,-0.23,55.11,56.34,1.23,1.29,2.51,1.22,1.38,2.51,1.13,55.11,56.34,1.23,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,5,breakoutDown,向下突破,弱参考,弱参考,680,680,60,60,0,-0.29,-0.29,0,48,48,0,8.29,8.29,0,60.95,60.95,0,0.66,0.66,0,8.29,8.29,0,60.95,60.95,0,宏观影响小,没有通过适合/不适合信号完整门槛,没有通过适合/不适合信号完整门槛
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,5,breakoutUp,向上突破,观察,观察,680,680,50.15,49.56,-0.59,-2.5,-3.09,-0.59,60,57.73,-2.27,7.35,5.08,-2.27,48.55,48.2,-0.35,1.19,0.85,-0.34,7.35,5.08,-2.27,60,57.73,-2.27,宏观影响小,时间外验证有提升，但还不够强,时间外验证有提升，但还不够强
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,5,gridNeutral,震荡网格,弱参考,弱参考,680,680,74.41,66.91,-7.5,-4.12,-11.62,-7.5,78.13,80.84,2.71,-0.4,2.31,2.71,15,27.93,12.93,-6.47,6.46,12.93,-0.4,6.46,6.86,78.13,80.84,2.71,仅观察,相对基准提升不足5%,没有通过适合/不适合信号完整门槛
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,5,meanReversionLong,低吸均值回归,弱参考,弱参考,680,680,87.94,87.94,0,0.29,0.29,0,54.17,54.17,0,41.81,41.81,0,89.18,89.18,0,1.53,1.53,0,41.81,41.81,0,89.18,89.18,0,宏观影响小,没有通过适合/不适合信号完整门槛,没有通过适合/不适合信号完整门槛
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,5,meanReversionShort,高抛均值回归,弱参考,强参考,680,680,74.71,71.76,-2.95,-3.38,-6.32,-2.94,25.53,37.85,12.32,3.62,15.94,12.32,78.36,83.7,5.34,0.27,5.61,5.34,3.62,15.94,12.32,78.36,83.7,5.34,保留宏观,相对基准提升不足5%,时间外验证存在稳定提升
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,5,trendLong,趋势追多,强参考,强参考,680,680,47.21,48.68,1.47,-11.32,-9.85,1.47,69.7,68.99,-0.71,11.17,10.46,-0.71,43.37,43.92,0.55,1.9,2.45,0.55,11.17,10.46,-0.71,69.7,68.99,-0.71,宏观影响小,时间外验证存在稳定提升,时间外验证存在稳定提升
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,5,trendShort,趋势做空,强参考,强参考,680,680,47.21,48.68,1.47,-11.32,-9.85,1.47,43.37,43.92,0.55,1.9,2.45,0.55,69.7,68.99,-0.71,11.17,10.46,-0.71,11.17,10.46,-0.71,69.7,68.99,-0.71,宏观影响小,时间外验证存在稳定提升,时间外验证存在稳定提升
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,5,waitDefense,防守等待,弱参考,弱参考,680,680,49.85,46.47,-3.38,-1.03,-4.41,-3.38,50.48,48.04,-2.44,-0.4,-2.84,-2.44,47.83,43.18,-4.65,-1.29,-5.94,-4.65,-0.4,-2.84,-2.44,50.48,48.04,-2.44,宏观影响小,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,10,breakoutDown,向下突破,弱参考,弱参考,680,680,48.38,51.76,3.38,-4.12,-0.74,3.38,51.07,52.25,1.18,-1.43,-0.25,1.18,46.5,42.86,-3.64,-1,-4.64,-3.64,-1,-0.25,0.75,51.07,52.25,1.18,宏观影响小,相对基准提升不足5%；验证精度不足55%,相对基准提升不足5%；验证精度不足55%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,10,breakoutUp,向上突破,弱参考,弱参考,680,680,53.82,49.41,-4.41,-13.24,-17.65,-4.41,71.78,68.79,-2.99,4.72,1.73,-2.99,37.29,34.29,-3,4.35,1.35,-3,4.72,1.73,-2.99,71.78,68.79,-2.99,宏观影响小,相对基准提升不足5%,相对基准提升不足5%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,10,gridNeutral,震荡网格,强参考,强参考,680,680,63.97,63.97,0,-13.53,-13.53,0,83.89,83.89,0,6.39,6.39,0,32.58,32.58,0,10.08,10.08,0,10.08,10.08,0,83.89,83.89,0,宏观影响小,时间外验证存在稳定提升,时间外验证存在稳定提升
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,10,meanReversionLong,低吸均值回归,弱参考,弱参考,680,680,90,90.29,0.29,-0.59,-0.29,0.3,38.89,48.33,9.44,29.48,38.92,9.44,91.39,94.35,2.96,0.8,3.77,2.97,29.48,38.92,9.44,91.39,94.35,2.96,仅观察,没有通过适合/不适合信号完整门槛,没有通过适合/不适合信号完整门槛
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,10,meanReversionShort,高抛均值回归,弱参考,弱参考,680,680,73.97,73.97,0,-9.71,-9.71,0,26.09,26.09,0,9.76,9.76,0,86.16,86.16,0,2.49,2.49,0,9.76,9.76,0,86.16,86.16,0,宏观影响小,没有通过适合/不适合信号完整门槛,没有通过适合/不适合信号完整门槛
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,10,trendLong,趋势追多,观察,弱参考,680,680,45.44,44.56,-0.88,-17.21,-18.09,-0.88,69.5,66.67,-2.83,6.86,4.02,-2.84,39.15,38.46,-0.69,1.79,1.11,-0.68,6.86,4.02,-2.84,69.5,66.67,-2.83,不保留宏观,时间外验证有提升，但还不够强,相对基准提升不足5%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,10,trendShort,趋势做空,观察,弱参考,680,680,45.44,44.56,-0.88,-17.21,-18.09,-0.88,39.15,38.46,-0.69,1.79,1.11,-0.68,69.5,66.67,-2.83,6.86,4.02,-2.84,6.86,4.02,-2.84,69.5,66.67,-2.83,不保留宏观,时间外验证有提升，但还不够强,相对基准提升不足5%
macro-regime,liquidity_bull_2020_2021,2020-2021宽松牛市,策略适配树,10,waitDefense,防守等待,弱参考,弱参考,680,680,57.06,55.15,-1.91,0.74,-1.18,-1.92,57.83,56.19,-1.64,1.51,-0.13,-1.64,52.53,42,-10.53,8.85,-1.68,-10.53,8.85,-0.13,-8.98,57.83,56.19,-1.64,不保留宏观,没有通过适合/不适合信号完整门槛,相对基准提升不足5%
