status,path,instrument,bar,cleanRows,snapshotCount,dataStatus,historyQuality,periodWeight,observationRows,environmentCounts
ok,/Users/guanlan/Desktop/--whd/data/clean/ZK_USDT_4H_clean.json,ZK-USDT,4H,4286,4054,ok,half_weight,0.7,10657,"{'TREND': 8160, 'CHAOS': 1100, 'RANGE': 1397}"
ok,/Users/guanlan/Desktop/--whd/data/clean/ZRO_USDT_4H_clean.json,ZRO-USDT,4H,4273,4041,ok,half_weight,0.7,10817,"{'TREND': 8554, 'CHAOS': 1037, 'RANGE': 1226}"
ok,/Users/guanlan/Desktop/--whd/data/clean/GALA_USDT_4H_clean.json,GALA-USDT,4H,10286,10054,ok,half_weight,0.7,26344,"{'TREND': 19759, 'CHAOS': 2511, 'RANGE': 4074}"
ok,/Users/guanlan/Desktop/--whd/data/clean/SAND_USDT_4H_clean.json,SAND-USDT,4H,11414,11182,ok,half_weight,0.7,28105,"{'CHAOS': 3072, 'TREND': 20169, 'RANGE': 4864}"
ok,/Users/guanlan/Desktop/--whd/data/clean/MANA_USDT_4H_clean.json,MANA-USDT,4H,18386,18154,ok,half_weight,0.7,48603,"{'TREND': 33518, 'RANGE': 9709, 'CHAOS': 5376}"
ok,/Users/guanlan/Desktop/--whd/data/clean/BTC_USDT_8H_clean.json,BTC-USDT,8H,9191,8959,ok,half_weight,0.7,23433,"{'TREND': 15449, 'CHAOS': 3276, 'RANGE': 4708}"
ok,/Users/guanlan/Desktop/--whd/data/clean/ETH_USDT_8H_clean.json,ETH-USDT,8H,9191,8959,ok,half_weight,0.7,24982,"{'TREND': 18654, 'RANGE': 3760, 'CHAOS': 2568}"
ok,/Users/guanlan/Desktop/--whd/data/clean/SOL_USDT_8H_clean.json,SOL-USDT,8H,6213,5981,ok,half_weight,0.7,17237,"{'TREND': 13936, 'CHAOS': 1374, 'RANGE': 1927}"
ok,/Users/guanlan/Desktop/--whd/data/clean/BNB_USDT_8H_clean.json,BNB-USDT,8H,3778,3546,ok,half_weight,0.7,8796,"{'CHAOS': 1230, 'TREND': 5282, 'RANGE': 2284}"
ok,/Users/guanlan/Desktop/--whd/data/clean/XRP_USDT_8H_clean.json,XRP-USDT,8H,9192,8960,ok,half_weight,0.7,23992,"{'TREND': 17233, 'CHAOS': 2599, 'RANGE': 4160}"
ok,/Users/guanlan/Desktop/--whd/data/clean/DOGE_USDT_8H_clean.json,DOGE-USDT,8H,7533,7301,ok,half_weight,0.7,20882,"{'RANGE': 3669, 'TREND': 14736, 'CHAOS': 2477}"
ok,/Users/guanlan/Desktop/--whd/data/clean/ADA_USDT_8H_clean.json,ADA-USDT,8H,8613,8381,ok,half_weight,0.7,24297,"{'TREND': 18145, 'CHAOS': 2276, 'RANGE': 3876}"
ok,/Users/guanlan/Desktop/--whd/data/clean/LINK_USDT_8H_clean.json,LINK-USDT,8H,9192,8960,ok,half_weight,0.7,26299,"{'TREND': 20653, 'CHAOS': 2276, 'RANGE': 3370}"
ok,/Users/guanlan/Desktop/--whd/data/clean/AVAX_USDT_8H_clean.json,AVAX-USDT,8H,6237,6005,ok,half_weight,0.7,17057,"{'TREND': 13898, 'RANGE': 1774, 'CHAOS': 1385}"
ok,/Users/guanlan/Desktop/--whd/data/clean/TON_USDT_8H_clean.json,TON-USDT,8H,4485,4253,ok,half_weight,0.7,11360,"{'TREND': 8508, 'CHAOS': 1133, 'RANGE': 1719}"
ok,/Users/guanlan/Desktop/--whd/data/clean/TRX_USDT_8H_clean.json,TRX-USDT,8H,9192,8960,ok,half_weight,0.7,21376,"{'CHAOS': 2802, 'TREND': 14002, 'RANGE': 4572}"
ok,/Users/guanlan/Desktop/--whd/data/clean/DOT_USDT_8H_clean.json,DOT-USDT,8H,6330,6098,ok,half_weight,0.7,17029,"{'TREND': 13576, 'RANGE': 1946, 'CHAOS': 1507}"
ok,/Users/guanlan/Desktop/--whd/data/clean/BCH_USDT_8H_clean.json,BCH-USDT,8H,8257,8025,ok,half_weight,0.7,22574,"{'RANGE': 3331, 'CHAOS': 2199, 'TREND': 17044}"
ok,/Users/guanlan/Desktop/--whd/data/clean/LTC_USDT_8H_clean.json,LTC-USDT,8H,9193,8961,ok,half_weight,0.7,24650,"{'TREND': 18517, 'RANGE': 3669, 'CHAOS': 2464}"
ok,/Users/guanlan/Desktop/--whd/data/clean/UNI_USDT_8H_clean.json,UNI-USDT,8H,6254,6022,ok,half_weight,0.7,16785,"{'TREND': 13434, 'RANGE': 1815, 'CHAOS': 1536}"
ok,/Users/guanlan/Desktop/--whd/data/clean/AAVE_USDT_8H_clean.json,AAVE-USDT,8H,6148,5916,ok,half_weight,0.7,16645,"{'TREND': 13576, 'CHAOS': 1338, 'RANGE': 1731}"
ok,/Users/guanlan/Desktop/--whd/data/clean/NEAR_USDT_8H_clean.json,NEAR-USDT,8H,6022,5790,ok,half_weight,0.7,16327,"{'TREND': 13419, 'CHAOS': 1305, 'RANGE': 1603}"
ok,/Users/guanlan/Desktop/--whd/data/clean/OP_USDT_8H_clean.json,OP-USDT,8H,4389,4157,ok,half_weight,0.7,11612,"{'TREND': 9598, 'CHAOS': 1054, 'RANGE': 960}"
ok,/Users/guanlan/Desktop/--whd/data/clean/ARB_USDT_8H_clean.json,ARB-USDT,8H,3501,3269,ok,half_weight,0.7,9555,"{'TREND': 7659, 'CHAOS': 836, 'RANGE': 1060}"
ok,/Users/guanlan/Desktop/--whd/data/clean/SUI_USDT_8H_clean.json,SUI-USDT,8H,3378,3146,ok,half_weight,0.7,8954,"{'CHAOS': 825, 'RANGE': 950, 'TREND': 7179}"
ok,/Users/guanlan/Desktop/--whd/data/clean/APT_USDT_8H_clean.json,APT-USDT,8H,3968,3736,ok,half_weight,0.7,10501,"{'TREND': 8599, 'CHAOS': 936, 'RANGE': 966}"
ok,/Users/guanlan/Desktop/--whd/data/clean/FIL_USDT_8H_clean.json,FIL-USDT,8H,6022,5790,ok,half_weight,0.7,16240,"{'TREND': 12993, 'CHAOS': 1412, 'RANGE': 1835}"
ok,/Users/guanlan/Desktop/--whd/data/clean/ETC_USDT_8H_clean.json,ETC-USDT,8H,9193,8961,ok,half_weight,0.7,24812,"{'TREND': 18732, 'CHAOS': 2304, 'RANGE': 3776}"
ok,/Users/guanlan/Desktop/--whd/data/clean/ATOM_USDT_8H_clean.json,ATOM-USDT,8H,7792,7560,ok,half_weight,0.7,21681,"{'TREND': 16545, 'CHAOS': 2108, 'RANGE': 3028}"
ok,/Users/guanlan/Desktop/--whd/data/clean/INJ_USDT_8H_clean.json,INJ-USDT,8H,2746,2514,ok,half_weight,0.7,7358,"{'CHAOS': 593, 'TREND': 6197, 'RANGE': 568}"
ok,/Users/guanlan/Desktop/--whd/data/clean/STX_USDT_8H_clean.json,STX-USDT,8H,5749,5517,ok,half_weight,0.7,14719,"{'TREND': 12074, 'CHAOS': 1335, 'RANGE': 1310}"
ok,/Users/guanlan/Desktop/--whd/data/clean/IMX_USDT_8H_clean.json,IMX-USDT,8H,5010,4778,ok,half_weight,0.7,13635,"{'TREND': 11488, 'CHAOS': 1109, 'RANGE': 1038}"
ok,/Users/guanlan/Desktop/--whd/data/clean/WLD_USDT_8H_clean.json,WLD-USDT,8H,3133,2901,ok,half_weight,0.7,8025,"{'CHAOS': 818, 'TREND': 6735, 'RANGE': 472}"
ok,/Users/guanlan/Desktop/--whd/data/clean/AR_USDT_8H_clean.json,AR-USDT,8H,4863,4631,ok,half_weight,0.7,13371,"{'TREND': 11082, 'RANGE': 1161, 'CHAOS': 1128}"
ok,/Users/guanlan/Desktop/--whd/data/clean/XLM_USDT_8H_clean.json,XLM-USDT,8H,9193,8961,ok,half_weight,0.7,24370,"{'TREND': 17970, 'RANGE': 4196, 'CHAOS': 2204}"
ok,/Users/guanlan/Desktop/--whd/data/clean/ICP_USDT_8H_clean.json,ICP-USDT,8H,5547,5315,ok,half_weight,0.7,14694,"{'TREND': 11659, 'CHAOS': 1518, 'RANGE': 1517}"
ok,/Users/guanlan/Desktop/--whd/data/clean/HBAR_USDT_8H_clean.json,HBAR-USDT,8H,7351,7119,ok,half_weight,0.7,20187,"{'RANGE': 2254, 'TREND': 15853, 'CHAOS': 2080}"
ok,/Users/guanlan/Desktop/--whd/data/clean/ALGO_USDT_8H_clean.json,ALGO-USDT,8H,7616,7384,ok,half_weight,0.7,21305,"{'TREND': 16470, 'CHAOS': 1983, 'RANGE': 2852}"
ok,/Users/guanlan/Desktop/--whd/data/clean/LDO_USDT_8H_clean.json,LDO-USDT,8H,4108,3876,ok,half_weight,0.7,11207,"{'RANGE': 1032, 'CHAOS': 1093, 'TREND': 9082}"
ok,/Users/guanlan/Desktop/--whd/data/clean/CRV_USDT_8H_clean.json,CRV-USDT,8H,6355,6123,ok,half_weight,0.7,17515,"{'TREND': 14442, 'CHAOS': 1529, 'RANGE': 1544}"
ok,/Users/guanlan/Desktop/--whd/data/clean/ENS_USDT_8H_clean.json,ENS-USDT,8H,5000,4768,ok,half_weight,0.7,13243,"{'TREND': 10550, 'CHAOS': 1194, 'RANGE': 1499}"
ok,/Users/guanlan/Desktop/--whd/data/clean/PENDLE_USDT_8H_clean.json,PENDLE-USDT,8H,1840,1608,ok,half_weight,0.7,4642,"{'TREND': 3803, 'CHAOS': 355, 'RANGE': 484}"
ok,/Users/guanlan/Desktop/--whd/data/clean/JUP_USDT_8H_clean.json,JUP-USDT,8H,2559,2327,ok,half_weight,0.7,6553,"{'TREND': 5441, 'RANGE': 591, 'CHAOS': 521}"
ok,/Users/guanlan/Desktop/--whd/data/clean/PYTH_USDT_8H_clean.json,PYTH-USDT,8H,2775,2543,ok,half_weight,0.7,7013,"{'TREND': 5820, 'RANGE': 629, 'CHAOS': 564}"
ok,/Users/guanlan/Desktop/--whd/data/clean/TIA_USDT_8H_clean.json,TIA-USDT,8H,2835,2603,ok,half_weight,0.7,7178,"{'TREND': 5981, 'RANGE': 602, 'CHAOS': 595}"
ok,/Users/guanlan/Desktop/--whd/data/clean/ONDO_USDT_8H_clean.json,ONDO-USDT,8H,2020,1788,ok,half_weight,0.7,5005,"{'TREND': 3948, 'RANGE': 554, 'CHAOS': 503}"
ok,/Users/guanlan/Desktop/--whd/data/clean/FET_USDT_8H_clean.json,FET-USDT,8H,2764,2532,ok,half_weight,0.7,7290,"{'TREND': 6178, 'CHAOS': 572, 'RANGE': 540}"
ok,/Users/guanlan/Desktop/--whd/data/clean/PEPE_USDT_8H_clean.json,PEPE-USDT,8H,3385,3153,ok,half_weight,0.7,9121,"{'TREND': 7658, 'RANGE': 711, 'CHAOS': 752}"
ok,/Users/guanlan/Desktop/--whd/data/clean/SHIB_USDT_8H_clean.json,SHIB-USDT,8H,5554,5322,ok,half_weight,0.7,14163,"{'TREND': 10620, 'CHAOS': 1426, 'RANGE': 2117}"
ok,/Users/guanlan/Desktop/--whd/data/clean/BONK_USDT_8H_clean.json,BONK-USDT,8H,2629,2397,ok,half_weight,0.7,6652,"{'TREND': 5583, 'RANGE': 564, 'CHAOS': 505}"
ok,/Users/guanlan/Desktop/--whd/data/clean/FLOKI_USDT_8H_clean.json,FLOKI-USDT,8H,3793,3561,ok,half_weight,0.7,9914,"{'TREND': 8181, 'CHAOS': 805, 'RANGE': 928}"
ok,/Users/guanlan/Desktop/--whd/data/clean/WIF_USDT_8H_clean.json,WIF-USDT,8H,2335,2103,ok,half_weight,0.7,5974,"{'TREND': 5107, 'CHAOS': 490, 'RANGE': 377}"
ok,/Users/guanlan/Desktop/--whd/data/clean/ORDI_USDT_8H_clean.json,ORDI-USDT,8H,3327,3095,ok,half_weight,0.7,9038,"{'TREND': 7658, 'RANGE': 698, 'CHAOS': 682}"
ok,/Users/guanlan/Desktop/--whd/data/clean/SATS_USDT_8H_clean.json,SATS-USDT,8H,2692,2460,ok,half_weight,0.7,6716,"{'TREND': 5292, 'CHAOS': 617, 'RANGE': 807}"
ok,/Users/guanlan/Desktop/--whd/data/clean/NOT_USDT_8H_clean.json,NOT-USDT,8H,2241,2009,ok,half_weight,0.7,5277,"{'TREND': 4363, 'CHAOS': 467, 'RANGE': 447}"
ok,/Users/guanlan/Desktop/--whd/data/clean/ENA_USDT_8H_clean.json,ENA-USDT,8H,775,543,ok,half_weight,0.7,1337,"{'TREND': 1109, 'RANGE': 83, 'CHAOS': 145}"
ok,/Users/guanlan/Desktop/--whd/data/clean/W_USDT_8H_clean.json,W-USDT,8H,2370,2138,ok,half_weight,0.7,6062,"{'TREND': 5105, 'CHAOS': 509, 'RANGE': 448}"
ok,/Users/guanlan/Desktop/--whd/data/clean/STRK_USDT_8H_clean.json,STRK-USDT,8H,2499,2267,ok,half_weight,0.7,6271,"{'CHAOS': 533, 'TREND': 5301, 'RANGE': 437}"
ok,/Users/guanlan/Desktop/--whd/data/clean/ZK_USDT_8H_clean.json,ZK-USDT,8H,2143,1911,ok,half_weight,0.7,5572,"{'TREND': 4602, 'CHAOS': 466, 'RANGE': 504}"
ok,/Users/guanlan/Desktop/--whd/data/clean/ZRO_USDT_8H_clean.json,ZRO-USDT,8H,2136,1904,ok,half_weight,0.7,5537,"{'TREND': 4697, 'RANGE': 396, 'CHAOS': 444}"
ok,/Users/guanlan/Desktop/--whd/data/clean/GALA_USDT_8H_clean.json,GALA-USDT,8H,5143,4911,ok,half_weight,0.7,13549,"{'TREND': 10991, 'CHAOS': 1246, 'RANGE': 1312}"
ok,/Users/guanlan/Desktop/--whd/data/clean/SAND_USDT_8H_clean.json,SAND-USDT,8H,5707,5475,ok,half_weight,0.7,14529,"{'RANGE': 1583, 'CHAOS': 1366, 'TREND': 11580}"
ok,/Users/guanlan/Desktop/--whd/data/clean/MANA_USDT_8H_clean.json,MANA-USDT,8H,9193,8961,ok,half_weight,0.7,25221,"{'TREND': 19398, 'CHAOS': 2280, 'RANGE': 3543}"
ok,/Users/guanlan/Desktop/--whd/data/clean/BTC_USDT_1W_clean.json,BTC-USDT,1W,451,219,ok,weak_display_only,0.31,699,"{'TREND': 621, 'CHAOS': 60, 'RANGE': 18}"
ok,/Users/guanlan/Desktop/--whd/data/clean/ETH_USDT_1W_clean.json,ETH-USDT,1W,451,219,ok,weak_display_only,0.31,712,"{'RANGE': 12, 'TREND': 656, 'CHAOS': 44}"
ok,/Users/guanlan/Desktop/--whd/data/clean/SOL_USDT_1W_clean.json,SOL-USDT,1W,296,64,ok,weak_display_only,0.0,151,"{'TREND': 139, 'RANGE': 4, 'CHAOS': 8}"
ok,/Users/guanlan/Desktop/--whd/data/clean/BNB_USDT_1W_clean.json,BNB-USDT,1W,180,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/XRP_USDT_1W_clean.json,XRP-USDT,1W,447,215,ok,weak_display_only,0.3,620,"{'TREND': 540, 'CHAOS': 72, 'RANGE': 8}"
ok,/Users/guanlan/Desktop/--whd/data/clean/DOGE_USDT_1W_clean.json,DOGE-USDT,1W,359,127,ok,weak_display_only,0.18,384,"{'TREND': 352, 'RANGE': 8, 'CHAOS': 24}"
ok,/Users/guanlan/Desktop/--whd/data/clean/ADA_USDT_1W_clean.json,ADA-USDT,1W,410,178,ok,weak_display_only,0.25,510,"{'TREND': 471, 'RANGE': 7, 'CHAOS': 32}"
ok,/Users/guanlan/Desktop/--whd/data/clean/LINK_USDT_1W_clean.json,LINK-USDT,1W,442,210,ok,weak_display_only,0.29,580,"{'TREND': 526, 'RANGE': 14, 'CHAOS': 40}"
ok,/Users/guanlan/Desktop/--whd/data/clean/AVAX_USDT_1W_clean.json,AVAX-USDT,1W,297,65,ok,weak_display_only,0.0,160,{'TREND': 160}
ok,/Users/guanlan/Desktop/--whd/data/clean/TON_USDT_1W_clean.json,TON-USDT,1W,214,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/TRX_USDT_1W_clean.json,TRX-USDT,1W,441,209,ok,weak_display_only,0.29,658,"{'TREND': 621, 'CHAOS': 29, 'RANGE': 8}"
ok,/Users/guanlan/Desktop/--whd/data/clean/DOT_USDT_1W_clean.json,DOT-USDT,1W,302,70,ok,weak_display_only,0.1,175,"{'TREND': 159, 'CHAOS': 4, 'RANGE': 12}"
ok,/Users/guanlan/Desktop/--whd/data/clean/BCH_USDT_1W_clean.json,BCH-USDT,1W,393,161,ok,weak_display_only,0.22,516,"{'TREND': 472, 'CHAOS': 40, 'RANGE': 4}"
ok,/Users/guanlan/Desktop/--whd/data/clean/LTC_USDT_1W_clean.json,LTC-USDT,1W,448,216,ok,weak_display_only,0.3,613,"{'TREND': 529, 'CHAOS': 48, 'RANGE': 36}"
ok,/Users/guanlan/Desktop/--whd/data/clean/UNI_USDT_1W_clean.json,UNI-USDT,1W,298,66,ok,weak_display_only,0.0,174,"{'TREND': 160, 'CHAOS': 14}"
ok,/Users/guanlan/Desktop/--whd/data/clean/AAVE_USDT_1W_clean.json,AAVE-USDT,1W,293,61,ok,weak_display_only,0.0,186,"{'TREND': 183, 'CHAOS': 3}"
ok,/Users/guanlan/Desktop/--whd/data/clean/NEAR_USDT_1W_clean.json,NEAR-USDT,1W,287,55,ok,weak_display_only,0.0,143,"{'TREND': 133, 'RANGE': 8, 'CHAOS': 2}"
ok,/Users/guanlan/Desktop/--whd/data/clean/OP_USDT_1W_clean.json,OP-USDT,1W,209,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/ARB_USDT_1W_clean.json,ARB-USDT,1W,167,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/SUI_USDT_1W_clean.json,SUI-USDT,1W,161,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/APT_USDT_1W_clean.json,APT-USDT,1W,189,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/FIL_USDT_1W_clean.json,FIL-USDT,1W,287,55,ok,weak_display_only,0.0,118,"{'TREND': 116, 'CHAOS': 2}"
ok,/Users/guanlan/Desktop/--whd/data/clean/ETC_USDT_1W_clean.json,ETC-USDT,1W,448,216,ok,weak_display_only,0.3,626,"{'CHAOS': 33, 'TREND': 573, 'RANGE': 20}"
ok,/Users/guanlan/Desktop/--whd/data/clean/ATOM_USDT_1W_clean.json,ATOM-USDT,1W,371,139,ok,weak_display_only,0.19,388,"{'TREND': 350, 'CHAOS': 21, 'RANGE': 17}"
ok,/Users/guanlan/Desktop/--whd/data/clean/INJ_USDT_1W_clean.json,INJ-USDT,1W,131,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/STX_USDT_1W_clean.json,STX-USDT,1W,274,42,ok,weak_display_only,0.0,106,{'TREND': 106}
ok,/Users/guanlan/Desktop/--whd/data/clean/IMX_USDT_1W_clean.json,IMX-USDT,1W,239,7,ok,weak_display_only,0.0,2,{'TREND': 2}
ok,/Users/guanlan/Desktop/--whd/data/clean/WLD_USDT_1W_clean.json,WLD-USDT,1W,149,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/AR_USDT_1W_clean.json,AR-USDT,1W,232,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/XLM_USDT_1W_clean.json,XLM-USDT,1W,440,208,ok,weak_display_only,0.29,508,"{'TREND': 456, 'RANGE': 16, 'CHAOS': 36}"
ok,/Users/guanlan/Desktop/--whd/data/clean/ICP_USDT_1W_clean.json,ICP-USDT,1W,264,32,ok,weak_display_only,0.0,42,"{'TREND': 39, 'CHAOS': 3}"
ok,/Users/guanlan/Desktop/--whd/data/clean/HBAR_USDT_1W_clean.json,HBAR-USDT,1W,350,118,ok,weak_display_only,0.16,308,"{'TREND': 289, 'CHAOS': 19}"
ok,/Users/guanlan/Desktop/--whd/data/clean/ALGO_USDT_1W_clean.json,ALGO-USDT,1W,363,131,ok,weak_display_only,0.18,368,"{'TREND': 347, 'CHAOS': 17, 'RANGE': 4}"
ok,/Users/guanlan/Desktop/--whd/data/clean/LDO_USDT_1W_clean.json,LDO-USDT,1W,196,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/CRV_USDT_1W_clean.json,CRV-USDT,1W,303,71,ok,weak_display_only,0.1,187,"{'TREND': 171, 'CHAOS': 8, 'RANGE': 8}"
ok,/Users/guanlan/Desktop/--whd/data/clean/ENS_USDT_1W_clean.json,ENS-USDT,1W,238,6,ok,weak_display_only,0.0,3,{'TREND': 3}
ok,/Users/guanlan/Desktop/--whd/data/clean/PENDLE_USDT_1W_clean.json,PENDLE-USDT,1W,88,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/JUP_USDT_1W_clean.json,JUP-USDT,1W,122,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/PYTH_USDT_1W_clean.json,PYTH-USDT,1W,132,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/TIA_USDT_1W_clean.json,TIA-USDT,1W,135,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/ONDO_USDT_1W_clean.json,ONDO-USDT,1W,96,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/FET_USDT_1W_clean.json,FET-USDT,1W,132,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/PEPE_USDT_1W_clean.json,PEPE-USDT,1W,161,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/SHIB_USDT_1W_clean.json,SHIB-USDT,1W,265,33,ok,weak_display_only,0.0,80,{'TREND': 80}
ok,/Users/guanlan/Desktop/--whd/data/clean/BONK_USDT_1W_clean.json,BONK-USDT,1W,125,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/FLOKI_USDT_1W_clean.json,FLOKI-USDT,1W,180,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/WIF_USDT_1W_clean.json,WIF-USDT,1W,111,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/ORDI_USDT_1W_clean.json,ORDI-USDT,1W,159,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/SATS_USDT_1W_clean.json,SATS-USDT,1W,128,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/NOT_USDT_1W_clean.json,NOT-USDT,1W,107,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/ENA_USDT_1W_clean.json,ENA-USDT,1W,37,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/W_USDT_1W_clean.json,W-USDT,1W,113,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/STRK_USDT_1W_clean.json,STRK-USDT,1W,119,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/ZK_USDT_1W_clean.json,ZK-USDT,1W,102,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/ZRO_USDT_1W_clean.json,ZRO-USDT,1W,102,0,insufficient_history,insufficient,0.0,0,{}
ok,/Users/guanlan/Desktop/--whd/data/clean/GALA_USDT_1W_clean.json,GALA-USDT,1W,245,13,ok,weak_display_only,0.0,21,{'TREND': 21}
ok,/Users/guanlan/Desktop/--whd/data/clean/SAND_USDT_1W_clean.json,SAND-USDT,1W,272,40,ok,weak_display_only,0.0,101,"{'RANGE': 2, 'TREND': 99}"
ok,/Users/guanlan/Desktop/--whd/data/clean/MANA_USDT_1W_clean.json,MANA-USDT,1W,442,210,ok,weak_display_only,0.29,437,"{'TREND': 385, 'CHAOS': 48, 'RANGE': 4}"
